,vocabulary_id,term,hateful_meaning,nonhateful_meaning,is_unambiguous,is_unambiguous_in,average_offensiveness,language,plural_of,variant_of,transliteration_of,is_about_nationality,is_about_ethnicity,is_about_religion,is_about_gender,is_about_sexual_orientation,is_about_disability,is_about_class,number_of_sightings,number_of_sightings_this_year,number_of_sightings_this_month,created_on,updated_on
136,23ZNtZaPe,gubs,"In Australia, Aboriginal pejorative term for white people.",,False,,,eng,gub,,,False,True,False,False,False,False,False,33,0,0,2018-11-01 20:34:24,2019-10-23 22:29:18
137,Kb4pwoNMZ,buffies,"[1] A black person. [2] a young, brown-skinned person 1940s-1950s",,False,,,eng,buffie,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:50,2019-10-23 22:15:42
138,vXuEGajT4,pussy,"[1] Pejorative word for female. [2] Pejorative word for male, meaning meek or cowardly.",Cat,False,,50.0,eng,,,,False,False,False,True,False,False,False,17,0,0,2013-07-04 14:14:34,2019-10-23 19:46:24
139,bWgz9jJed,niggers,A black person.,,True,,100.0,eng,nigger,,,False,True,False,False,False,False,False,1607,632,0,2018-11-01 20:36:17,2019-10-18 17:26:18
140,3wfWp8aQB,nigger,A black person.,,True,,100.0,eng,,,,False,True,False,False,False,False,False,4284,579,3,2013-04-02 04:00:00,2019-10-18 17:26:03
141,mdJWab62y,hoser,"In Canada, an unsophisticated person, Back when Hockey was played on frozen ponds and lakes the losers of the hockey game would have to hose the lakes to become clean, smooth ice.  Calling someone a “hoser” is really just calling them a loser.  From the practice of stealing gas with a hose and siphon.",,False,CA,9.0,eng,,,,True,False,False,False,False,False,True,165,131,6,2013-04-06 15:48:43,2019-10-18 17:25:07
142,1K4WevTca,gorillla,This is a test word used for tracking data provenance. Please disregard.,,False,,,eng,,,,False,True,False,False,False,False,False,0,0,0,2019-09-30 13:01:13,2019-09-30 13:03:49
143,fWBTxFNUo,meatball patriots,"An African or Arab who presumes to integrate into Swedish culture by eating Swedish meatballs, or a Swede who believes this represents integration. Used by Swedish nationalists and neo-Nazis to disparage immigration.",,False,SE,72.0,eng,meatball patriot,,,False,True,False,False,False,False,False,0,0,0,2019-08-17 18:05:45,2019-08-17 18:06:08
144,tUAzEbPuz,meatball patriot,"An African or Arab who presumes to integrate into Swedish culture by eating Swedish meatballs, or a Swede who believes this represents integration. Used by Swedish nationalists and neo-Nazis to disparage immigration.",,False,SE,,eng,,,,False,True,False,False,False,False,False,0,0,0,2019-08-17 18:03:10,2019-08-17 18:03:51
145,kokvgU4zx,feminazis,Concatenation of feminist and Nazi,,False,,,eng,feminazi,,,False,False,False,True,False,False,False,33,24,0,2019-08-01 20:21:16,2019-08-01 20:21:30
146,wvEjWhnhe,feminazi,Concatenation of feminist and Nazi,,False,,,eng,,,,False,False,False,True,False,False,False,50,31,0,2019-08-01 20:20:33,2019-08-01 20:20:43
147,NXixHLfkN,6 gorillion,A nonsensical number used by Neo-Nazis to claim that the Holocaust was faked.,,False,,75.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2019-07-31 12:40:24,2019-07-31 14:40:49
148,dtJwXKHcB,mocks,A Jewish person (first used in the 1930s).,To poke fun at someone,False,,,eng,mock,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:36:00,2019-07-19 19:50:08
149,ZjKzmYq2m,injun,"A Native American, from 'Indian'.",,False,,88.0,eng,,,,False,True,False,False,False,False,False,6,0,0,2013-05-04 15:37:04,2019-07-18 19:04:37
150,UZTzzwzCJ,Anglo Fool,A stupid Anglo-Saxon,,False,,58.0,eng,,,,False,False,False,False,False,False,True,0,0,0,2019-02-08 19:19:01,2019-06-18 13:47:50
151,fNF3GRCWN,boujees,,,False,,,eng,boujee,,,False,False,False,False,False,False,True,0,0,0,2019-05-25 12:16:06,2019-05-25 12:16:06
152,EiYanJyn8,boujee,Slang for bourgeois,,False,,,eng,,,,False,False,False,False,False,False,True,0,0,0,2019-05-25 12:13:45,2019-05-25 12:13:45
153,jkedcbraz,floppies,,,False,,,eng,floppy,,,False,True,False,False,False,False,False,0,0,0,2019-05-14 16:51:32,2019-05-14 16:51:32
154,gcJbMVkVW,floppy,"An African.  Etymology is variously attributed to Zimbabwe or South Africa, and may have originated from floppy hats worn by laborers or the action of flopping down dead when shot.",,False,,,eng,,,,False,True,False,False,False,False,False,0,0,0,2019-05-14 01:09:31,2019-05-14 01:09:31
155,FZLzRqPbD,nigger-rig,To poorly repair or assemble something,,True,,98.0,eng,,,,False,True,False,False,False,False,False,14,6,0,2018-11-01 19:42:27,2019-05-10 18:57:27
156,WDZWQCEtL,half bred,,,False,,,eng,,half breed,,False,True,False,False,False,False,False,0,0,0,2019-04-12 17:11:51,2019-04-12 17:11:51
157,UXQj23n9C,gookies,,,False,,,eng,gookie,,,False,True,False,False,False,False,False,0,0,0,2019-04-12 17:06:21,2019-04-12 17:06:21
158,evC7urmnF,gookie,,,False,,,eng,,gook,,True,True,False,False,False,False,False,0,0,0,2019-04-12 17:05:41,2019-04-12 17:05:41
159,VwHrhRGUZ,goloids,,,False,,,eng,goloid,,,False,True,False,False,False,False,False,0,0,0,2019-04-12 17:04:29,2019-04-12 17:04:29
160,dGjYptxhd,goloid,"Abbreviation of ""mongoloid""",,False,,,eng,,,,False,True,False,False,False,False,False,0,0,0,2019-04-12 17:03:54,2019-04-12 17:03:54
161,wrirPQbk9,ginks,,,False,,,eng,gink,,,False,True,False,False,False,False,False,0,0,0,2019-04-12 17:02:29,2019-04-12 17:02:29
162,ByToTroPs,gink,"Combination of ""gook"" and ""chink""",,False,,,eng,,,,False,True,False,False,False,False,False,0,0,0,2019-04-12 17:01:57,2019-04-12 17:01:57
163,pTAsUsQRV,gas huffers,,,False,,,eng,gas huffer,,,False,True,False,False,False,False,False,0,0,0,2019-04-12 16:58:40,2019-04-12 16:58:40
164,n2rWujzuc,gas huffer,Alluding to substance abuse issues in the Aboriginal community.,,False,,,eng,,,,False,True,False,False,False,False,False,0,0,0,2019-04-12 16:58:05,2019-04-12 16:58:05
165,odoeqs8Cb,featherheads,,,False,,,eng,featherhead,,,False,True,False,False,False,False,False,0,0,0,2019-04-12 15:27:22,2019-04-12 15:27:22
166,G8LcbzVdo,featherhead,"Referring to North American Aboriginals in particular, owing to the use of feather head dresses.",,False,,,eng,,,,False,True,False,False,False,False,False,0,0,0,2019-04-12 15:26:49,2019-04-12 15:26:49
167,NNZFXe7NA,border bandito,,,False,,,eng,,border bandits,,True,True,False,False,False,False,False,0,0,0,2019-04-11 20:50:52,2019-04-11 20:50:52
168,JWwXZDXxJ,boogats,,,False,,,eng,boogat,,,False,True,False,False,False,False,False,0,0,0,2019-04-11 20:47:28,2019-04-11 20:47:28
169,j6b9deGQz,boogat,"An equivalent to 'spook', relating to African-Americans.",,False,,,eng,,,,False,True,False,False,False,False,False,0,0,0,2019-04-11 20:46:48,2019-04-11 20:46:48
170,qptiXqxr9,dog eaters,,,False,,,eng,dog eater,,,False,True,False,False,False,False,False,0,0,0,2019-04-11 20:39:46,2019-04-11 20:39:46
171,VQD4HVJBA,dog eater,Conveys the idea that Asians consume dogs as part of their cuisine.,,False,,,eng,,,,False,True,False,False,False,False,False,0,0,0,2019-04-11 20:39:07,2019-04-11 20:39:07
172,ggKpaAkDW,alboes,,,False,,,eng,albo,albos,,True,True,False,False,False,False,False,0,0,0,2019-04-11 20:35:25,2019-04-11 20:35:25
173,e9rsjiXqN,albos,,,False,,,eng,albo,,,True,True,False,False,False,False,False,0,0,0,2019-04-11 20:34:28,2019-04-11 20:34:28
174,GUVgpiTXd,albo,An Albanian,,False,,,eng,,,,True,True,False,False,False,False,False,0,0,0,2019-04-11 20:33:45,2019-04-11 20:33:45
175,ZabTbpGLF,jipsi,,,False,,50.0,eng,,gypsy,,False,True,False,False,False,False,False,0,0,0,2019-04-08 14:28:32,2019-04-08 14:28:32
176,pAepZnvcQ,gypsi,,,False,,,eng,,gypsy,,False,True,False,False,False,False,False,0,0,0,2019-04-08 14:27:52,2019-04-08 14:27:52
177,eibckqkoC,Chad Thundercocks,,,False,,,eng,Chad Thundercock,,,False,False,False,True,False,False,False,0,0,0,2019-03-18 18:59:24,2019-03-18 18:59:42
178,XbKGPZoQk,Chads,,,False,,,eng,Chad,,,False,False,False,True,False,False,False,0,0,0,2019-03-18 18:58:22,2019-03-18 18:58:48
179,4kDJJnKrH,Chad Thundercock,,,False,,,eng,,Chad,,False,False,False,True,False,False,False,0,0,0,2019-03-18 18:56:41,2019-03-18 18:56:50
180,dZNH1NRv6,Chad,"General pejorative term for an alpha male, subsequently appropriated by the incel movement",,False,,,eng,,,,False,False,False,True,False,False,False,0,0,0,2019-03-18 18:53:23,2019-03-18 18:55:42
181,us2wzoXkk,bimbo,A vacuous woman,,False,,25.0,eng,,,,False,False,False,True,False,False,False,123,74,2,2019-03-18 18:50:03,2019-03-18 18:50:11
182,jtbeyXztd,himbo,A vacuous man,,False,,,eng,,,,False,False,False,True,False,False,False,442,245,4,2019-03-18 18:49:16,2019-03-18 18:49:23
183,azHDvcnKn,machosexual,An excessively masculine person,,False,,,eng,,,,False,False,False,True,False,False,False,0,0,0,2019-03-18 18:46:24,2019-03-18 18:46:32
184,fJs4txNxL,gopniks,,,False,,,eng,gopnik,,,False,False,False,False,False,False,True,146,93,0,2019-03-18 18:36:02,2019-03-18 18:36:09
185,dyTjfgaDh,skeets,,,False,,,eng,skeet,,,False,False,False,False,False,False,True,0,0,0,2019-03-18 18:35:26,2019-03-18 18:35:26
186,gaJhnezMx,skeet,Lower class youth,,False,,,eng,,,,False,False,False,False,False,False,True,0,0,0,2019-03-18 18:34:35,2019-03-18 18:34:35
187,shvUDDiey,dresiarz,,,False,,,eng,,dres,,False,False,False,False,False,False,True,5,4,0,2019-03-18 18:30:53,2019-03-18 18:31:09
188,EEZAjmc1q,dres,,,False,,,eng,,,drɛs,False,False,False,False,False,False,True,0,0,0,2019-03-18 18:30:13,2019-03-18 18:30:26
189,GWjTXNZUM,gopnik,,,False,,,eng,,,го́пник,False,False,False,False,False,False,True,0,0,0,2019-03-18 18:10:25,2019-03-18 18:10:25
190,WFzUijXKQ,Freḥa,,,False,,,eng,,,פרחה,False,False,False,False,False,False,True,1,1,0,2019-03-18 18:08:15,2019-03-18 18:08:31
191,UnqiwUWyv,arsit,,,False,,,eng,,ars,,False,False,False,False,False,False,True,5,5,0,2019-03-18 18:04:48,2019-03-18 18:04:56
192,MmAo4cvLs,arsim,,,False,,,eng,ars,,,False,False,False,False,False,False,True,12,4,0,2019-03-18 18:03:47,2019-03-18 18:03:56
193,kriMMKYyy,ars,,,False,,50.0,eng,,,ערס‎ `ars,False,False,False,False,False,False,True,0,0,0,2019-03-18 18:03:05,2019-03-18 18:03:05
194,kRaUGPivZ,Sloane Rangers,,,False,,,eng,Sloane Ranger,,,False,False,False,False,False,False,True,8,2,0,2019-03-18 17:59:38,2019-03-18 17:59:49
195,Y3ulapDfm,Sloane Ranger,A fashionable upper class person,,False,,,eng,,,,False,False,False,False,False,False,True,53,23,0,2019-03-18 17:59:01,2019-03-18 17:59:11
196,JQERv8ibJ,Hoorah Henriettas,,,False,,,eng,Hoorah Henrietta,,,False,False,False,False,False,False,True,0,0,0,2019-03-18 17:57:20,2019-03-18 17:57:28
197,nKsuXihdr,Hoorah Henrietta,,,False,,,eng,,Hooray Henrietta,,False,False,False,False,False,False,True,0,0,0,2019-03-18 17:56:41,2019-03-18 17:56:50
198,VPtQJrsQp,Hooray Henriettas,,,False,,,eng,Hooray Henrietta,,,False,False,False,False,False,False,True,5,1,0,2019-03-18 17:55:47,2019-03-18 17:55:55
199,mRfhKaTQj,Hooray Henrietta,A boorish upper class person,,False,,,eng,,,,False,False,False,False,False,False,True,15,10,0,2019-03-18 17:55:08,2019-03-18 17:55:16
200,uu8tgcd2z,Hoorah Henries,,,False,,,eng,Hoorah Henry,,,False,False,False,False,False,False,True,0,0,0,2019-03-18 17:53:13,2019-03-18 17:53:20
201,JcairmHoU,Hoorah Henry,,,False,,,eng,,Hooray Henry,,False,False,False,False,False,False,True,10,6,0,2019-03-18 17:52:30,2019-03-18 17:52:44
202,vpoUpAEkE,Hooray Henries,,,False,,25.0,eng,Hooray Henry,,,False,False,False,False,False,False,True,19,7,0,2019-03-18 17:51:40,2019-03-18 17:51:53
203,h9atuijoF,Hooray Henry,A boorish upper class person,,False,,25.0,eng,,,,False,False,False,False,False,False,True,100,65,1,2019-03-18 17:50:54,2019-03-18 17:51:04
204,vsbeKHBpu,toffs,,,False,,,eng,toff,,,False,False,False,False,False,False,True,0,0,0,2019-03-18 17:49:27,2019-03-18 17:49:27
205,3pkdabuxq,toff,A person of aristocratic background who exudes an air of superiority,,False,,,eng,,,,False,False,False,False,False,False,True,0,0,0,2019-03-18 17:49:00,2019-03-18 17:49:00
206,gQNjvph8r,gey,,,False,,75.0,eng,,gay,,False,False,False,False,True,False,False,0,0,0,2019-03-17 18:31:10,2019-03-17 18:31:10
207,icNsmUpkU,yellow cabs,,,False,,,eng,yellow cab,,,True,True,False,True,False,False,False,0,0,0,2019-03-17 17:55:53,2019-03-17 17:56:09
208,odvntD3ea,yellow cab,,,False,,,eng,,,イエローキャブ,True,True,False,True,False,False,False,0,0,0,2019-03-17 17:54:26,2019-03-17 17:54:26
209,ssz8lLWtc,lipstick lesbian,A lesbian with visible femininity,,False,,,eng,,,,False,False,False,False,True,False,False,179,114,0,2019-03-17 17:46:58,2019-03-17 17:47:07
210,3ykCosrin,zhidovka,,,False,,,eng,,yid,,False,True,False,False,False,False,False,0,0,0,2019-03-17 17:42:51,2019-03-17 17:43:07
211,dyw7QsBzb,zhydovka,,,False,,,eng,,yid,,False,True,False,False,False,False,False,1,0,0,2019-03-17 17:42:01,2019-03-17 17:42:10
212,LWXHVWFPD,zhid,,,False,,,eng,,yid,,False,True,False,False,False,False,False,24,12,0,2019-03-17 17:41:00,2019-03-17 17:41:10
213,KMQkBaafh,zhyd,,,False,,,eng,,yid,,False,True,False,False,False,False,False,4,2,0,2019-03-17 17:38:58,2019-03-17 17:39:08
214,rfjgxDvyX,virago,A masculine woman,,False,,,eng,,,,False,False,False,True,False,False,False,22,19,0,2019-03-17 17:34:30,2019-03-17 17:34:40
215,pYGwFMvRH,cock tease,A woman who tempts men,,False,,,eng,,,,False,False,False,True,False,False,False,136,72,4,2019-03-17 17:06:26,2019-03-17 17:06:37
216,eriebugnY,Beckies,,,False,,,eng,Becky,,,False,False,False,True,False,False,False,0,0,0,2019-03-17 16:39:27,2019-03-17 16:39:27
217,axtiCRinu,Beckys,,,False,,,eng,Becky,,,False,False,False,True,False,False,False,0,0,0,2019-03-17 16:38:54,2019-03-17 16:38:54
218,PbuyeLsgd,Becky,A white woman,A common woman's name,False,,,eng,,,,False,False,False,True,False,False,False,0,0,0,2019-03-17 16:38:12,2019-03-17 16:38:12
219,ndGyZCRqn,bull dykes,,,False,,,eng,bull dyke,,,False,False,False,False,True,False,False,458,257,0,2019-03-17 15:04:26,2019-03-17 15:04:34
220,E6LKcHRUw,bull dyke,,,False,,,eng,,dyke,,False,False,False,False,True,False,False,1047,581,0,2019-03-17 15:03:31,2019-03-17 15:03:43
221,TM7JUnRiV,lavender mafia,,,False,,,eng,,gay mafia,,False,False,False,False,True,False,False,0,0,0,2019-03-17 15:00:51,2019-03-17 15:02:11
222,soQexlvax,velvet mafia,,,False,,25.0,eng,,gay mafia,,False,False,False,False,True,False,False,17,15,0,2019-03-17 15:00:05,2019-03-17 15:00:14
223,EQJnNXBjY,gay mafia,An alleged conspiracy of homosexuals to promote a gay agenda,,False,,,eng,,,,False,False,False,False,True,False,False,217,194,0,2019-03-17 14:58:48,2019-03-17 14:58:57
224,istxJxyzY,Homintern,An alleged conspiracy of homosexuals to promote a gay agenda,,False,,,eng,,,,False,False,False,False,True,False,False,18,14,0,2019-03-17 14:57:23,2019-03-17 14:57:59
225,ps1VLHGJU,batimen,,,False,BZ,,eng,batiman,,,False,False,False,False,True,False,False,2,2,0,2019-03-17 14:52:26,2019-03-17 14:52:37
226,Zqpx34uuy,batiman,,,False,BZ,,eng,,batty boy,,False,False,False,False,True,False,False,26,13,0,2019-03-17 14:51:43,2019-03-17 14:51:55
227,DmwDfmhEy,battymen,,,False,BZ,,eng,battyman,,,False,False,False,False,True,False,False,126,72,0,2019-03-17 14:50:29,2019-03-17 14:50:40
228,RfgtBiyV7,battyman,,,False,BZ,,eng,,batty boy,,False,False,False,False,True,False,False,413,298,0,2019-03-17 14:49:13,2019-03-17 14:49:31
229,HjXaHzvKx,chi chi bwoys,,,False,JM,,eng,chi chi bwoy,,,False,False,False,False,True,False,False,0,0,0,2019-03-17 14:47:16,2019-03-17 14:47:52
230,odcpPiArg,chi chi bwoy,,,False,JM,,eng,,chi chi man,,False,False,False,False,True,False,False,25,12,0,2019-03-17 14:46:09,2019-03-17 14:46:21
231,GUpfxMve8,chi chi men,,,False,,,eng,chi chi man,,,False,False,False,False,True,False,False,4,2,0,2019-03-17 14:44:38,2019-03-17 14:45:22
232,ipabGpGnp,chi chi man,Homosexual,,False,,,eng,,,,False,False,False,False,True,False,False,11,4,0,2019-03-17 14:43:13,2019-03-17 14:43:24
233,nVHW1WCRC,batty men,,,False,JM,,eng,batty man,,,False,False,False,False,True,False,False,44,29,0,2019-03-17 14:40:43,2019-03-17 14:40:54
234,aabpvxHAi,batty man,,,False,JM,,eng,,batty boy,,False,False,False,False,True,False,False,301,190,0,2019-03-17 14:39:50,2019-03-17 14:40:04
235,ocPEJhfYN,batty bwoys,,,False,JM,,eng,batty bwoy,,,False,False,False,False,True,False,False,34,17,0,2019-03-17 14:38:54,2019-03-17 14:39:05
236,rfw4vpVsQ,batty bwoy,,,False,JM,,eng,,batty boy,,False,False,False,False,True,False,False,198,114,0,2019-03-17 14:38:04,2019-03-17 14:38:16
237,LidEmeroa,batty boys,,,False,JM,,eng,batty boy,,,False,False,False,False,True,False,False,272,165,0,2019-03-17 14:37:11,2019-03-17 14:37:22
238,NxEfddMfB,batty boy,A gay or effeminate man,One who defies gender or machismo,False,JM,,eng,,,,False,False,False,False,True,False,False,488,253,0,2019-03-17 14:36:09,2019-03-17 14:36:24
239,QsnaAMAfZ,papishers,,,False,,,eng,papisher,,,False,False,True,False,False,False,False,0,0,0,2019-03-11 00:26:21,2019-03-11 00:26:21
240,GmKWWPRUF,papisher,,,False,,,eng,,papist,,False,False,True,False,False,False,False,0,0,0,2019-03-11 00:25:20,2019-03-11 00:25:41
241,UqkkPYoJi,gingettes,,,False,,,eng,gingette,ginger,,False,True,False,False,False,False,False,0,0,0,2019-02-28 20:35:40,2019-03-01 21:06:14
242,ugngmeteR,gingette,,,False,,,eng,,ginger,,False,True,False,False,False,False,False,0,0,0,2019-02-28 20:35:06,2019-03-01 21:06:02
243,uQcehfnto,good goys,,,False,,,eng,good goy,,,False,True,False,False,False,False,False,47,16,0,2019-02-28 20:20:57,2019-03-01 21:05:48
244,KuEJLKbKi,gheys,,,False,,75.0,eng,ghey,gay,,False,False,False,False,True,False,False,383,220,0,2019-02-28 20:10:33,2019-03-01 21:05:35
245,bcQKDmfhP,fruities,,,False,,,eng,fruity,fruit,,False,False,False,False,True,False,False,191,118,4,2019-02-28 20:06:40,2019-03-01 21:05:21
246,bfbyyhnw2,flipettes,,,False,,,eng,flipette,flip,,True,False,False,False,False,False,False,1,0,0,2019-02-28 20:01:46,2019-03-01 21:05:05
247,t8KvyckoK,flipette,,,False,,,eng,,flip,,True,False,False,False,False,False,False,4,3,0,2019-02-28 20:00:55,2019-03-01 21:04:54
248,JJoXagZze,fagdicks,,,False,,,eng,fagdick,fag,,False,False,False,False,True,False,False,0,0,0,2019-02-28 19:59:03,2019-03-01 21:04:38
249,BftZArVwg,fagdick,,,False,,,eng,,fag,,False,False,False,False,True,False,False,0,0,0,2019-02-28 19:58:28,2019-03-01 21:04:27
